InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
"CU","CUMV-Bird","37555","1","Bombycilla cedrorum","Bombycillidae","flat skin, complete skeleton","","","","","","USA","New York","Tompkins","","","Captive-from Ithaca area","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","37557","1","Bombycilla cedrorum","Bombycillidae","flat skin, complete skeleton","","","","","","USA","New York","Tompkins","","","Ringwood Rd-Town of Dryden","","","1990","6","22","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","37700","1","Bombycilla cedrorum","Bombycillidae","nest","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","37701","1","Bombycilla cedrorum","Bombycillidae","nest","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","37702","1","Bombycilla cedrorum","Bombycillidae","nest, eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","37703","1","Bombycilla cedrorum","Bombycillidae","eggset","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","","","","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","37981","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","USA","New York","Tompkins","","","Ithaca, Toxiciology Ponds near East Hill Plaza","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38397","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","","","","","USA","New York","Tompkins","","","Ithaca, Cornell University, Comstock Knoll","","","1964","8","26","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38457","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","","","","","USA","New York","Tompkins","","","Tompkins County Airport, 4 miles NE Ithaca","","","1964","6","21","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38593","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38594","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38595","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38596","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38597","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38598","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38599","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38600","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles South of Lake Placid","","","1964","3","29","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38623","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 miles south of Lake Placid","","","1964","3","31","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38693","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","27.1367986","-81.3664589","12272","WGS84","USA","Florida","Highlands","","","8 mi. South Lake Placid","","","1964","3","30","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38997","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","","","","","","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","38998","1","Bombycilla cedrorum","Bombycillidae","alcoholic","","","","","","","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39046","1","Bombycilla cedrorum","Bombycillidae","nest","","","","","","CAPTIVE","","","","","CAPTIVE ANIMAL","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39094","1","Bombycilla cedrorum","Bombycillidae","nest","","","","","","","","","","","Nest found in apple tree 10 ft. up.","","","1926","7","10","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39117","1","Bombycilla cedrorum","Bombycillidae","nest","","","","","","","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39173","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39196","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39307","1","Bombycilla cedrorum","Bombycillidae","round skin, wing","","42.4793","-76.4509","400","WGS84","USA","New York","Tompkins","","","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road (original building)","","","1993","11","13","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39308","1","Bombycilla cedrorum","Bombycillidae","round skin, wing","","","","","","USA","New York","Chenango","","","Bainbridge tws., Bainbridge","","","1993","9","13","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39506","1","Bombycilla cedrorum","Bombycillidae","tissue, round skin","tissue","","","","","USA","New York","Tompkins","","","Toxicology Ponds near East Hill Plaza","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39547","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","USA","New York","Tompkins","","","Ulysses Tws., 0.5 mi. S Taughannock State Park","","","1993","5","10","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39548","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","USA","New York","Tompkins","","","Etna","","","1993","4","24","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39549","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39551","1","Bombycilla cedrorum","Bombycillidae","flat skin","","","","","","USA","New York","Tompkins","","","Lansing, N. Triphammer Rd.","","","1989","7","17","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39552","1","Bombycilla cedrorum","Bombycillidae","flat skin, complete skeleton","","","","","","USA","New York","Tompkins","","","Sapsucker Woods Road, ~5.3 km NE Ithaca, Sapsucker Woods","","","1992","10","29","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39553","1","Bombycilla cedrorum","Bombycillidae","flat skin, complete skeleton","","","","","","USA","New York","Tompkins","","","Etna","","","1993","4","24","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39556","1","Bombycilla garrulus","Bombycillidae","flat skin, complete skeleton","","","","","","USA","Colorado","Larimer","","","Fort Collins","","","1988","3","0","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39558","1","Bombycilla cedrorum","Bombycillidae","flat skin, complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1990","11","6","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39559","1","Bombycilla garrulus","Bombycillidae","flat skin, complete skeleton","","61.2175026","-149.9024963","4894","WGS84","USA","Alaska","","","","Anchorage","","","","","","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39560","1","Bombycilla garrulus","Bombycillidae","round skin, complete skeleton, wing","","61.175367","-149.8693084","10082","WGS84","USA","Alaska","","","","Anchorage area","","","1992","11","4","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39561","1","Bombycilla garrulus","Bombycillidae","round skin","","61.175367","-149.8693084","10082","WGS84","USA","Alaska","","","","Anchorage area","","","1991","0","0","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39562","1","Bombycilla cedrorum","Bombycillidae","round skin","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1991","10","0","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39563","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","USA","New York","Tompkins","","","Dryden Tws., Rt. 366 between Freeville and Etna","","","1992","7","7","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39564","1","Bombycilla cedrorum","Bombycillidae","round skin","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1992","8","1","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39751","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39848","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Dryden, Etna Rd. W of Parkway Rd.","","","1990","7","16","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","39923","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Ithaca, 1/4 mi. N Hwy 79","","","1990","7","10","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","40490","1","Bombycilla cedrorum","Bombycillidae","partial skeleton","","","","","","USA","Maine","Aroostook","","","unspecified","","","1950","6","8","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","40540","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1952","4","25","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41665","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","2 mi W Ithaca, Enfield Falls Rd.","","","1954","5","31","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41666","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4466","-76.4809","1530","WGS84","USA","New York","Tompkins","","","Ithaca, Cornell University Campus","","","1952","11","11","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41667","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tioga","","","Richford","","","1953","6","10","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41668","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Forest Home, 1 mi. E Ithaca","","","1954","5","29","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41669","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1954","5","26","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41670","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1954","5","4","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41671","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1953","6","20","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41672","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1929","6","2","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41673","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4466","-76.4809","1530","WGS84","USA","New York","Tompkins","","","Ithaca, Cornell University Campus","","","1953","11","28","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41674","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1953","5","5","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41675","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1954","4","13","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41676","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Ellis Hollow Road","","","1953","11","11","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41677","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41678","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","unspecified","","","1954","4","15","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41679","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Chenango","","","Guilford","","","1942","5","23","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41680","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Seneca","","","Crowbar Point, W shore of Cayuga Lake","","","1951","2","24","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41681","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","33.7598852","-111.2447197","6481.1770438259","WGS84","USA","Arizona","Gila","","","9 miles NW Roosevelt","","","1952","2","0","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41682","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4466","-76.4809","1530","WGS84","USA","New York","Tompkins","","","Ithaca, Cornell University Campus","","","","","","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41683","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1954","10","13","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41684","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1954","10","13","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41685","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Etna","","","1955","6","18","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41686","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Slaterville Springs","","","1956","4","1","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41687","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Wayne","","","25 miles E. Rochester","","","1954","8","30","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41688","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1955","3","20","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41689","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tioga","","","Spencer","","","1956","5","1","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41690","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1954","10","23","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41691","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Ithaca, Danby Road","","","1954","6","7","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41692","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1956","4","0","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41693","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41694","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Etna","","","1956","6","11","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41695","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","42.4381","-76.5095","6968.45952","WGS84","USA","New York","Tompkins","","","Ithaca","","","1955","9","27","","MaNIS","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","41696","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Etna","","","1955","6","18","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43086","1","Bombycilla cedrorum","Bombycillidae","round skin, wing","","","","","","USA","New York","Tompkins","","","Ithaca Tws.","","","1991","10","0","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43087","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","USA","New York","Tompkins","","","Ithaca Tws.","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43088","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","USA","New York","Chenango","","","Bainbridge Tws., Bainbridge","","","1993","9","13","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43089","1","Bombycilla cedrorum","Bombycillidae","round skin, wing","","","","","","USA","New York","Chenango","","","Bainbridge Tws., Bainbridge","","","1993","9","13","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43244","1","Bombycilla cedrorum","Bombycillidae","flat skin, complete skeleton","","","","","","USA","New York","Otsego","","","Butternut TWS, 3km SSW Gilbertsville","","","1990","7","27","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43274","1","Bombycilla garrulus","Bombycillidae","flat skin, complete skeleton","","61.2175026","-149.9024963","4894","WGS84","USA","Alaska","","","","Anchorage","","","1991","0","0","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43275","1","Bombycilla garrulus","Bombycillidae","flat skin, complete skeleton, wing","","61.175367","-149.8693084","10082","WGS84","USA","Alaska","","","","Anchorage area","","","1992","11","4","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43276","1","Bombycilla garrulus","Bombycillidae","flat skin, complete skeleton","","61.175367","-149.8693084","10082","WGS84","USA","Alaska","","","","Anchorage area","","","1992","10","28","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43516","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43517","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43518","1","Bombycilla cedrorum","Bombycillidae","round skin","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43775","1","Bombycilla cedrorum","Bombycillidae","round skin, wing","","","","","","USA","New York","Tompkins","","","Ithaca, Ithaca College flagpole circle in front of Muller","","","1997","2","2","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43853","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Lansing Tws., Ludlowville","","","1995","7","14","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43890","1","Bombycilla garrulus","Bombycillidae","round skin, wing","","61.175367","-149.8693084","10082","WGS84","USA","Alaska","","","","Anchorage area","","","1992","11","26","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","43891","1","Bombycilla garrulus","Bombycillidae","round skin, wing","","61.175367","-149.8693084","10082","WGS84","USA","Alaska","","","","Anchorage area","","","1992","11","17","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46184","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46185","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46186","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46187","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","USA","New York","Chautauqua","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46188","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46189","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","USA","New York","Chemung","","","Southport","","","1893","6","9","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46190","1","Bombycilla cedrorum","Bombycillidae","eggset","","45.6796859","-90.3606716","41718","WGS84","USA","Wisconsin","Price","","","unspecified","","","1912","7","1","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46191","1","Bombycilla cedrorum","Bombycillidae","eggset","","45.0166113","-93.4703101","28409","WGS84","USA","Minnesota","Hennepin","","","unspecified","","","1941","6","24","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46192","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46193","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","USA","New York","Wayne","","","Arcadia","","","1900","6","11","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46194","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","USA","New York","Wayne","","","Arcadia","","","1899","6","25","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46195","1","Bombycilla cedrorum","Bombycillidae","eggset","","40.7933617","-77.8600235","2268","WGS84","USA","Pennsylvania","Center","","","State College","","","1911","6","28","","MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","46196","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","USA","New York","Chemung","","","Elmira, upper Broadway","","","1895","6","10","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","47563","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","NO DATA","","","","","unspecified","","","","","","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","47860","1","Bombycilla cedrorum","Bombycillidae","eggset","","","","","","USA","New York","Tompkins","","","Ithaca, Airport","","","1958","6","28","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
"CU","CUMV-Bird","47963","1","Bombycilla cedrorum","Bombycillidae","complete skeleton","","","","","","USA","New York","Tompkins","","","Slaterville Springs","","","1989","8","17","","","","voucher","","2006-02-14TEastern Sta:ndard Time"
